;Name;n;m;directed;dmax;davg;download_link
462;Wiktionary edits (be);7426;41935;False;9006;11.2941;http://konect.cc/files/download.tsv.edit-bewiktionary.tar.bz2
463;Wikiquote edits (az);5046;42321;False;27063;16.7741;http://konect.cc/files/download.tsv.edit-azwikiquote.tar.bz2
464;Wikiquote edits (hr);14701;42896;False;9860;5.83579;http://konect.cc/files/download.tsv.edit-hrwikisource.tar.bz2
465;Wikiquote edits (zh);11164;41991;False;3153;7.52257;http://konect.cc/files/download.tsv.edit-zhwikiquote.tar.bz2
466;Wikinews edits (ta);14005;44804;False;14572;6.39829;http://konect.cc/files/download.tsv.edit-tawikinews.tar.bz2
467;Wikiquote edits (fi);6780;45194;False;8146;13.3316;http://konect.cc/files/download.tsv.edit-fiwikiquote.tar.bz2
468;Wikiquote edits (ar);23375;43758;False;12476;3.744;http://konect.cc/files/download.tsv.edit-arwikiquote.tar.bz2
469;Wiktionary edits (ang);4071;45925;False;8758;22.562;http://konect.cc/files/download.tsv.edit-angwiktionary.tar.bz2
470;Wikipedia edits (mdf);5216;46607;False;3890;17.8708;http://konect.cc/files/download.tsv.edit-mdfwiki.tar.bz2
471;Wikinews edits (cs);10943;47698;False;11723;8.71754;http://konect.cc/files/download.tsv.edit-cswikinews.tar.bz2
472;Wikipedia talk (eo);7586;47070;True;5157;12.4097;http://konect.cc/files/download.tsv.wiki_talk_eo.tar.bz2
473;Wikipedia edits (koi);7691;47771;False;8245;12.4226;http://konect.cc/files/download.tsv.edit-koiwiki.tar.bz2
474;Wikiquote edits (az);16231;45841;False;16715;5.64857;http://konect.cc/files/download.tsv.edit-azwikisource.tar.bz2
475;Wikibooks edits (id);13841;45536;False;13169;6.57987;http://konect.cc/files/download.tsv.edit-idwikibooks.tar.bz2
476;Wikipedia edits (pag);7853;47678;False;5558;12.1426;http://konect.cc/files/download.tsv.edit-pagwiki.tar.bz2
477;Wikiquote edits (vi);18737;45947;False;16349;4.90441;http://konect.cc/files/download.tsv.edit-viwikisource.tar.bz2
478;Wikiquote edits (sr);17185;46213;False;12346;5.3783;http://konect.cc/files/download.tsv.edit-srwikisource.tar.bz2
479;Wikipedia edits (lo);8990;46786;False;3962;10.4085;http://konect.cc/files/download.tsv.edit-lowiki.tar.bz2
480;Wiktionary edits (nah);9196;47745;False;12711;10.3839;http://konect.cc/files/download.tsv.edit-nahwiktionary.tar.bz2
481;Gnutella (30);36682;88328;True;55;4.81588;http://konect.cc/files/download.tsv.p2p-Gnutella30.tar.bz2
482;Wikiquote edits (bs);8557;48896;False;13877;11.4283;http://konect.cc/files/download.tsv.edit-bswikiquote.tar.bz2
483;Wikipedia edits (cbk-zam);6230;48432;False;4846;15.548;http://konect.cc/files/download.tsv.edit-cbk_zamwiki.tar.bz2
484;Wiktionary edits (ga);6005;48361;False;7699;16.1069;http://konect.cc/files/download.tsv.edit-gawiktionary.tar.bz2
485;Wikiquote edits (nl);6411;49046;False;12728;15.3006;http://konect.cc/files/download.tsv.edit-nlwikiquote.tar.bz2
486;Marvel;25914;96662;False;1625;7.46021;http://konect.cc/files/download.tsv.marvel.tar.bz2
487;Bitcoin OTC;5881;35592;True;1298;12.1041;http://konect.cc/files/download.tsv.soc-sign-bitcoinotc.tar.bz2
488;Wikipedia edits (pcd);8580;50982;False;8477;11.8839;http://konect.cc/files/download.tsv.edit-pcdwiki.tar.bz2
489;Cora;23166;91500;True;379;7.89951;http://konect.cc/files/download.tsv.subelj_cora.tar.bz2
490;Wikibooks edits (ca);8052;49287;False;7255;12.2422;http://konect.cc/files/download.tsv.edit-cawikibooks.tar.bz2
491;Wikipedia links (gag);2929;118603;True;1107;80.9853;http://konect.cc/files/download.tsv.wikipedia_link_gag.tar.bz2
492;Wikipedia links (lo);3811;132837;True;692;69.7124;http://konect.cc/files/download.tsv.wikipedia_link_lo.tar.bz2
493;Wikinews edits (fi);6866;49470;False;22028;14.4101;http://konect.cc/files/download.tsv.edit-fiwikinews.tar.bz2
494;Wikinews edits (nl);8000;50296;False;6999;12.574;http://konect.cc/files/download.tsv.edit-nlwikinews.tar.bz2
495;Wikiversity edits (ar);18752;50405;False;11368;5.37596;http://konect.cc/files/download.tsv.edit-arwikiversity.tar.bz2
496;DBLP;12590;49759;True;714;7.90453;http://konect.cc/files/download.tsv.dblp-cite.tar.bz2
497;Wikiquote edits (vec);12202;53354;False;23850;8.74512;http://konect.cc/files/download.tsv.edit-vecwikisource.tar.bz2
498;Wikipedia edits (tet);4623;53419;False;3272;23.1101;http://konect.cc/files/download.tsv.edit-tetwiki.tar.bz2
499;Wikipedia edits (bjn);12801;53330;False;10747;8.33216;http://konect.cc/files/download.tsv.edit-bjnwiki.tar.bz2
500;Wikipedia edits (ig);5978;53741;False;3959;17.9796;http://konect.cc/files/download.tsv.edit-igwiki.tar.bz2
501;Wikipedia links (am);20943;105746;True;3931;10.0985;http://konect.cc/files/download.tsv.wikipedia_link_am.tar.bz2
502;Wikipedia links (mi);7996;116464;True;3830;29.1306;http://konect.cc/files/download.tsv.wikipedia_link_mi.tar.bz2
503;Wikiquote edits (lt);6008;54892;False;32623;18.273;http://konect.cc/files/download.tsv.edit-ltwikiquote.tar.bz2
504;Wikipedia links (so);7439;125060;True;1610;33.6228;http://konect.cc/files/download.tsv.wikipedia_link_so.tar.bz2
505;Wikipedia edits (gag);6999;54855;False;7558;15.6751;http://konect.cc/files/download.tsv.edit-gagwiki.tar.bz2
506;Sexual escorts;16730;50632;False;615;6.05284;http://konect.cc/files/download.tsv.escorts.tar.bz2
507;Wikipedia edits (cdo);26047;54524;False;15952;4.18659;http://konect.cc/files/download.tsv.edit-cdowiki.tar.bz2
508;Wikivoyage edits (pl);7735;56019;False;8231;14.4846;http://konect.cc/files/download.tsv.edit-plwikivoyage.tar.bz2
509;Wikibooks edits (zh);14125;53881;False;4969;7.62917;http://konect.cc/files/download.tsv.edit-zhwikibooks.tar.bz2
510;Wikiquote edits (nl);19504;55674;False;7676;5.70898;http://konect.cc/files/download.tsv.edit-nlwikisource.tar.bz2
511;Wikipedia edits (pfl);6754;57473;False;6543;17.019;http://konect.cc/files/download.tsv.edit-pflwiki.tar.bz2
512;Wikipedia edits (av);9589;57932;False;6142;12.083;http://konect.cc/files/download.tsv.edit-avwiki.tar.bz2
513;Wikinews edits (el);10982;59782;False;15753;10.8873;http://konect.cc/files/download.tsv.edit-elwikinews.tar.bz2
514;Wiktionary edits (sm);8552;57815;False;15603;13.5208;http://konect.cc/files/download.tsv.edit-smwiktionary.tar.bz2
515;Wikipedia edits (kab);11662;58677;False;4362;10.0629;http://konect.cc/files/download.tsv.edit-kabwiki.tar.bz2
516;Astrophysics;16046;121251;False;360;15.1129;http://konect.cc/files/download.tsv.dimacs10-astro-ph.tar.bz2
517;Wikipedia links (vls);9941;128212;True;909;25.7946;http://konect.cc/files/download.tsv.wikipedia_link_vls.tar.bz2
518;Wikinews edits (ar);25516;58054;False;9812;4.5504;http://konect.cc/files/download.tsv.edit-arwikinews.tar.bz2
519;Wikibooks edits (ar);32565;58217;False;17984;3.57543;http://konect.cc/files/download.tsv.edit-arwikibooks.tar.bz2
520;Wikipedia edits (rw);5815;59837;False;8989;20.5802;http://konect.cc/files/download.tsv.edit-rwwiki.tar.bz2
521;Wiktionary edits (bs);10882;60663;False;14852;11.1492;http://konect.cc/files/download.tsv.edit-bswiktionary.tar.bz2
522;Wikipedia edits (pap);5341;61014;False;4841;22.8474;http://konect.cc/files/download.tsv.edit-papwiki.tar.bz2
523;JUNG/Javax;6120;138706;True;26133;45.3288;http://konect.cc/files/download.tsv.subelj_jung-j.tar.bz2
524;UC Irvine messages;1899;59835;True;1546;63.0174;http://konect.cc/files/download.tsv.opsahl-ucsocial.tar.bz2
525;Wikipedia talk (eu);40993;58120;True;29480;2.83561;http://konect.cc/files/download.tsv.wiki_talk_eu.tar.bz2
526;Wikibooks edits (fa);16002;59647;False;15673;7.45494;http://konect.cc/files/download.tsv.edit-fawikibooks.tar.bz2
527;Condensed matter (2003);30460;120029;False;202;7.88109;http://konect.cc/files/download.tsv.dimacs10-cond-mat-2003.tar.bz2
528;Wikipedia edits (cu);5516;63049;False;8635;22.8604;http://konect.cc/files/download.tsv.edit-cuwiki.tar.bz2
529;Wikipedia edits (kl);4880;61687;False;5427;25.2816;http://konect.cc/files/download.tsv.edit-klwiki.tar.bz2
530;Wikipedia links (bat-smg);21900;123807;True;10414;11.3066;http://konect.cc/files/download.tsv.wikipedia_link_bat_smg.tar.bz2
531;Wikipedia talk (gl);8097;63809;True;5815;15.7611;http://konect.cc/files/download.tsv.wiki_talk_gl.tar.bz2
532;Wikiquote edits (uk);17478;61669;False;18542;7.05676;http://konect.cc/files/download.tsv.edit-ukwikiquote.tar.bz2
533;Wiktionary edits (co);11470;64859;False;13692;11.3093;http://konect.cc/files/download.tsv.edit-cowiktionary.tar.bz2
534;Wikiquote edits (th);25654;61174;False;9844;4.76916;http://konect.cc/files/download.tsv.edit-thwikisource.tar.bz2
535;Wikipedia links (nds-nl);10453;140501;True;1299;26.8824;http://konect.cc/files/download.tsv.wikipedia_link_nds_nl.tar.bz2
536;Wikivoyage edits (sv);11151;65410;False;15402;11.7317;http://konect.cc/files/download.tsv.edit-svwikivoyage.tar.bz2
537;Wikipedia edits (haw);4784;65031;False;7028;27.1869;http://konect.cc/files/download.tsv.edit-hawwiki.tar.bz2
538;Wikiquote edits (cs);12878;64726;False;12321;10.0522;http://konect.cc/files/download.tsv.edit-cswikiquote.tar.bz2
539;Wikiquote edits (bg);11633;66820;False;23939;11.488;http://konect.cc/files/download.tsv.edit-bgwikiquote.tar.bz2
540;Wikipedia edits (lez);10197;67119;False;18313;13.1645;http://konect.cc/files/download.tsv.edit-lezwiki.tar.bz2
541;Wiktionary edits (sq);42932;64908;False;15183;3.02376;http://konect.cc/files/download.tsv.edit-sqwiktionary.tar.bz2
542;Java Development Kit;6434;150985;True;32530;46.9335;http://konect.cc/files/download.tsv.subelj_jdk.tar.bz2
543;Wikipedia links (myv);6293;142571;True;2073;45.311;http://konect.cc/files/download.tsv.wikipedia_link_myv.tar.bz2
544;Wiktionary edits (ps);28802;66112;False;11285;4.59079;http://konect.cc/files/download.tsv.edit-pswiktionary.tar.bz2
545;Wikipedia links (gv);6862;150595;True;2986;43.8925;http://konect.cc/files/download.tsv.wikipedia_link_gv.tar.bz2
546;Wiktionary edits (lb);11811;69000;False;15987;11.684;http://konect.cc/files/download.tsv.edit-lbwiktionary.tar.bz2
547;Wiktionary edits (tt);9149;68723;False;26761;15.0231;http://konect.cc/files/download.tsv.edit-ttwiktionary.tar.bz2
548;Wikipedia edits (na);4904;70695;False;6471;28.8316;http://konect.cc/files/download.tsv.edit-nawiki.tar.bz2
549;Wikiquote edits (hy);8674;70203;False;31005;16.187;http://konect.cc/files/download.tsv.edit-hywikiquote.tar.bz2
550;Wikipedia links (tk);6138;167810;True;4314;54.679;http://konect.cc/files/download.tsv.wikipedia_link_tk.tar.bz2
551;Wikiquote edits (sk);8005;71775;False;33719;17.9325;http://konect.cc/files/download.tsv.edit-skwikiquote.tar.bz2
552;Wikiversity edits (cs);11266;71820;False;12351;12.7499;http://konect.cc/files/download.tsv.edit-cswikiversity.tar.bz2
553;FOLDOC;13356;125207;True;752;18.7492;http://konect.cc/files/download.tsv.foldoc.tar.bz2
554;Wikiquote edits (gu);16580;69559;False;33538;8.39071;http://konect.cc/files/download.tsv.edit-guwikisource.tar.bz2
555;Wikipedia edits (xal);10532;71329;False;7689;13.5452;http://konect.cc/files/download.tsv.edit-xalwiki.tar.bz2
556;Reactome;6327;147547;False;855;46.6404;http://konect.cc/files/download.tsv.reactome.tar.bz2
557;Wikipedia edits (sd);25887;70629;False;17819;5.45672;http://konect.cc/files/download.tsv.edit-sdwiki.tar.bz2
558;Wikipedia edits (lrc);8945;74313;False;40149;16.6155;http://konect.cc/files/download.tsv.edit-lrcwiki.tar.bz2
559;Chess;7301;65053;True;280;17.8203;http://konect.cc/files/download.tsv.chess.tar.bz2
560;Wikipedia edits (tpi);7452;74091;False;5243;19.8849;http://konect.cc/files/download.tsv.edit-tpiwiki.tar.bz2
561;Wikiquote edits (ja);21208;71279;False;10627;6.7219;http://konect.cc/files/download.tsv.edit-jawikisource.tar.bz2
562;Wikipedia edits (ay);8649;74029;False;5036;17.1185;http://konect.cc/files/download.tsv.edit-aywiki.tar.bz2
563;Wikiquote edits (la);24998;72730;False;11158;5.81887;http://konect.cc/files/download.tsv.edit-lawikisource.tar.bz2
564;Wikiquote edits (fa);31993;71196;False;24796;4.45072;http://konect.cc/files/download.tsv.edit-fawikisource.tar.bz2
565;Wiktionary edits (nn);13925;74531;False;15703;10.7046;http://konect.cc/files/download.tsv.edit-nnwiktionary.tar.bz2
566;Wikivoyage edits (zh);11867;74980;False;19279;12.6367;http://konect.cc/files/download.tsv.edit-zhwikivoyage.tar.bz2
567;Wikibooks edits (ja);21611;72250;False;8463;6.68641;http://konect.cc/files/download.tsv.edit-jawikibooks.tar.bz2
568;Wikipedia links (csb);5561;191255;True;1154;68.7844;http://konect.cc/files/download.tsv.wikipedia_link_csb.tar.bz2
569;Wikiquote edits (kn);28603;71811;False;20828;5.02122;http://konect.cc/files/download.tsv.edit-knwikisource.tar.bz2
570;Wikipedia talk (lv);41424;73900;True;35755;3.56798;http://konect.cc/files/download.tsv.wiki_talk_lv.tar.bz2
571;CiaoDVD movie ratings;33736;72665;False;1106;4.30786;http://konect.cc/files/download.tsv.librec-ciaodvd-movie_ratings.tar.bz2
572;Wikipedia links (crh);8286;175470;True;2680;42.3534;http://konect.cc/files/download.tsv.wikipedia_link_crh.tar.bz2
573;Wiktionary edits (lv);14166;79460;False;16727;11.2184;http://konect.cc/files/download.tsv.edit-lvwiktionary.tar.bz2
574;Wiktionary edits (ka);11715;80547;False;11380;13.7511;http://konect.cc/files/download.tsv.edit-kawiktionary.tar.bz2
575;Wikipedia links (wa);29021;162508;True;4454;11.1993;http://konect.cc/files/download.tsv.wikipedia_link_wa.tar.bz2
576;Wikiversity edits (pt);17579;77059;False;4922;8.76717;http://konect.cc/files/download.tsv.edit-ptwikiversity.tar.bz2
577;Gnutella (31);62586;147892;True;95;4.72604;http://konect.cc/files/download.tsv.p2p-Gnutella31.tar.bz2
578;Wikipedia links (co);8252;177420;True;1326;43.0005;http://konect.cc/files/download.tsv.wikipedia_link_co.tar.bz2
579;Wikipedia links (gan);9189;176051;True;2078;38.3178;http://konect.cc/files/download.tsv.wikipedia_link_gan.tar.bz2
580;Manufacturing emails;167;82927;True;9053;993.138;http://konect.cc/files/download.tsv.radoslaw_email.tar.bz2
581;Wikipedia links (nah);10285;180916;True;2698;35.1806;http://konect.cc/files/download.tsv.wikipedia_link_nah.tar.bz2
582;Wikipedia links (rue);7621;178842;True;2128;46.934;http://konect.cc/files/download.tsv.wikipedia_link_rue.tar.bz2
583;Wikipedia edits (arc);6846;84862;False;7609;24.7917;http://konect.cc/files/download.tsv.edit-arcwiki.tar.bz2
584;Wiktionary edits (tg);33968;81516;False;20227;4.79958;http://konect.cc/files/download.tsv.edit-tgwiktionary.tar.bz2
585;Wikiquote edits (hu);36229;82236;False;29244;4.53979;http://konect.cc/files/download.tsv.edit-huwikisource.tar.bz2
586;Wikibooks edits (fi);11769;82866;False;18317;14.0821;http://konect.cc/files/download.tsv.edit-fiwikibooks.tar.bz2
587;Wikiquote edits (ca);10263;84728;False;32381;16.5114;http://konect.cc/files/download.tsv.edit-cawikiquote.tar.bz2
588;Wikipedia edits (mwl);10175;85777;False;6984;16.8603;http://konect.cc/files/download.tsv.edit-mwlwiki.tar.bz2
589;Writers;135569;144340;False;246;2.1294;http://konect.cc/files/download.tsv.dbpedia-writer.tar.bz2
590;Wikiversity edits (es);16270;82011;False;14330;10.0813;http://konect.cc/files/download.tsv.edit-eswikiversity.tar.bz2
591;Wikiquote edits (uk);36071;82153;False;19447;4.55507;http://konect.cc/files/download.tsv.edit-ukwikisource.tar.bz2
592;Wikiquote edits (el);23281;84615;False;18390;7.26902;http://konect.cc/files/download.tsv.edit-elwikisource.tar.bz2
593;Wikipedia edits (myv);9885;87120;False;9239;17.6267;http://konect.cc/files/download.tsv.edit-myvwiki.tar.bz2
594;Google.com internal;15763;171206;True;11408;21.7225;http://konect.cc/files/download.tsv.cfinder-google.tar.bz2
595;Wikivoyage edits (fa);20349;85549;False;24758;8.40818;http://konect.cc/files/download.tsv.edit-fawikivoyage.tar.bz2
596;Wikipedia edits (pdc);6592;87558;False;12096;26.5649;http://konect.cc/files/download.tsv.edit-pdcwiki.tar.bz2
597;Wikipedia edits (vep);17107;87803;False;25167;10.2652;http://konect.cc/files/download.tsv.edit-vepwiki.tar.bz2
598;Wikipedia edits (wo);5292;88797;False;7513;33.559;http://konect.cc/files/download.tsv.edit-wowiki.tar.bz2
599;Wiktionary edits (kk);8546;88160;False;21492;20.6319;http://konect.cc/files/download.tsv.edit-kkwiktionary.tar.bz2
600;Wikiquote edits (ro);32494;87102;False;13897;5.36111;http://konect.cc/files/download.tsv.edit-rowikisource.tar.bz2
601;Wikipedia edits (ace);12844;89021;False;8801;13.8619;http://konect.cc/files/download.tsv.edit-acewiki.tar.bz2
602;Wikiquote edits (he);12989;87673;False;10044;13.4996;http://konect.cc/files/download.tsv.edit-hewikiquote.tar.bz2
603;Wikipedia edits (mrj);15123;88622;False;20796;11.7202;http://konect.cc/files/download.tsv.edit-mrjwiki.tar.bz2
604;Wikipedia links (lez);5171;204133;True;1664;78.953;http://konect.cc/files/download.tsv.wikipedia_link_lez.tar.bz2
605;Wikiquote edits (fi);15676;93388;False;56511;11.9148;http://konect.cc/files/download.tsv.edit-fiwikisource.tar.bz2
606;Wikipedia edits (gn);8568;91541;False;7068;21.3681;http://konect.cc/files/download.tsv.edit-gnwiki.tar.bz2
607;Wikipedia edits (pi);4912;91685;False;13255;37.331;http://konect.cc/files/download.tsv.edit-piwiki.tar.bz2
608;Wikipedia links (dv);4266;206809;True;1104;96.9569;http://konect.cc/files/download.tsv.wikipedia_link_dv.tar.bz2
609;Wiktionary edits (km);41220;88652;False;59449;4.30141;http://konect.cc/files/download.tsv.edit-kmwiktionary.tar.bz2
610;Condensed matter (2005);39577;175691;False;278;8.87844;http://konect.cc/files/download.tsv.dimacs10-cond-mat-2005.tar.bz2
611;Wikibooks edits (ru);16447;88077;False;6195;10.7104;http://konect.cc/files/download.tsv.edit-ruwikibooks.tar.bz2
612;Wiktionary edits (ms);9234;98528;False;65166;21.3403;http://konect.cc/files/download.tsv.edit-mswiktionary.tar.bz2
613;Wikiquote edits (ca);38382;91702;False;23107;4.77839;http://konect.cc/files/download.tsv.edit-cawikisource.tar.bz2
614;Wikivoyage edits (pt);8759;94059;False;37328;21.4771;http://konect.cc/files/download.tsv.edit-ptwikivoyage.tar.bz2
615;Wikipedia edits (rue);11377;94459;False;13847;16.6053;http://konect.cc/files/download.tsv.edit-ruewiki.tar.bz2
616;Wikivoyage edits (es);11473;93003;False;8015;16.2125;http://konect.cc/files/download.tsv.edit-eswikivoyage.tar.bz2
617;MovieLens 100k;2625;100000;False;737;76.1905;http://konect.cc/files/download.tsv.movielens-100k_rating.tar.bz2
618;Wikipedia links (as);15989;200929;True;2001;25.1334;http://konect.cc/files/download.tsv.wikipedia_link_as.tar.bz2
619;Wikipedia edits (zea);9240;95290;False;7696;20.6255;http://konect.cc/files/download.tsv.edit-zeawiki.tar.bz2
620;Wikipedia edits (udm);11065;96529;False;10228;17.4476;http://konect.cc/files/download.tsv.edit-udmwiki.tar.bz2
621;arXiv astro-ph;18771;198050;False;504;21.1017;http://konect.cc/files/download.tsv.ca-AstroPh.tar.bz2
622;Wikipedia links (si);24913;197952;True;3039;15.8915;http://konect.cc/files/download.tsv.wikipedia_link_si.tar.bz2
623;Wikipedia edits (ext);8010;98264;False;8057;24.5353;http://konect.cc/files/download.tsv.edit-extwiki.tar.bz2
624;Wikipedia links (kv);6914;211650;True;1468;61.2236;http://konect.cc/files/download.tsv.wikipedia_link_kv.tar.bz2
625;Digg;30398;87627;True;310;5.76531;http://konect.cc/files/download.tsv.munmun_digg_reply.tar.bz2
626;Wikipedia edits (hak);15890;99585;False;8584;12.5343;http://konect.cc/files/download.tsv.edit-hakwiki.tar.bz2
627;Wikipedia edits (eml);28563;97631;False;14181;6.83619;http://konect.cc/files/download.tsv.edit-emlwiki.tar.bz2
628;Wikipedia edits (krc);13944;100023;False;22048;14.3464;http://konect.cc/files/download.tsv.edit-krcwiki.tar.bz2
629;Wikipedia edits (jbo);6365;100039;False;7477;31.4341;http://konect.cc/files/download.tsv.edit-jbowiki.tar.bz2
630;Wikipedia links (xal);2697;232680;True;748;172.547;http://konect.cc/files/download.tsv.wikipedia_link_xal.tar.bz2
631;Wikivoyage edits (nl);12679;103017;False;10845;16.25;http://konect.cc/files/download.tsv.edit-nlwikivoyage.tar.bz2
632;Wikiquote edits (tr);19818;100424;False;12539;10.1346;http://konect.cc/files/download.tsv.edit-trwikiquote.tar.bz2
633;Wikibooks edits (he);18548;100052;False;17205;10.7884;http://konect.cc/files/download.tsv.edit-hewikibooks.tar.bz2
634;MovieLens tag–item;24129;95580;False;641;7.92242;http://konect.cc/files/download.tsv.movielens-10m_ti.tar.bz2
635;MovieLens user–item;11610;95580;False;6012;16.4651;http://konect.cc/files/download.tsv.movielens-10m_ui.tar.bz2
636;MovieLens user–tag;20537;95580;False;6012;9.30808;http://konect.cc/files/download.tsv.movielens-10m_ut.tar.bz2
637;Wikipedia links (pam);9537;220180;True;2306;46.1738;http://konect.cc/files/download.tsv.wikipedia_link_pam.tar.bz2
638;Linux sources;30837;213954;True;9340;13.8764;http://konect.cc/files/download.tsv.linux.tar.bz2
639;Wikinews edits (zh);25842;100229;False;18491;7.75706;http://konect.cc/files/download.tsv.edit-zhwikinews.tar.bz2
640;Wikiquote edits (br);44718;101928;False;21290;4.5587;http://konect.cc/files/download.tsv.edit-brwikisource.tar.bz2
641;Wikipedia edits (ln);8637;106315;False;7809;24.6185;http://konect.cc/files/download.tsv.edit-lnwiki.tar.bz2
642;Wikipedia edits (nov);5108;107509;False;9910;42.0944;http://konect.cc/files/download.tsv.edit-novwiki.tar.bz2
643;Wikipedia edits (stq);10580;109121;False;9100;20.6278;http://konect.cc/files/download.tsv.edit-stqwiki.tar.bz2
644;Wikipedia links (mhr);14569;226643;True;4635;31.113;http://konect.cc/files/download.tsv.wikipedia_link_mhr.tar.bz2
645;Wikipedia edits (dv);11438;108959;False;9608;19.0521;http://konect.cc/files/download.tsv.edit-dvwiki.tar.bz2
646;Wiktionary edits (jv);72179;102036;False;66884;2.8273;http://konect.cc/files/download.tsv.edit-jvwiktionary.tar.bz2
647;Wikipedia edits (ie);6974;109987;False;7727;31.542;http://konect.cc/files/download.tsv.edit-iewiki.tar.bz2
648;Wikiversity edits (ru);22838;104220;False;18217;9.12689;http://konect.cc/files/download.tsv.edit-ruwikiversity.tar.bz2
649;Brightkite;58228;214078;False;1134;7.35309;http://konect.cc/files/download.tsv.loc-brightkite_edges.tar.bz2
650;Wiktionary edits (ky);54082;106433;False;26107;3.93599;http://konect.cc/files/download.tsv.edit-kywiktionary.tar.bz2
651;Wikipedia links (fiu-vro);6424;280614;True;2191;87.3643;http://konect.cc/files/download.tsv.wikipedia_link_fiu_vro.tar.bz2
652;Wiktionary edits (sk);22385;109533;False;48309;9.78629;http://konect.cc/files/download.tsv.edit-skwiktionary.tar.bz2
653;Wikiquote edits (sa);50410;106991;False;16933;4.24483;http://konect.cc/files/download.tsv.edit-sawikisource.tar.bz2
654;Wikiquote edits (fa);25584;108605;False;36102;8.49007;http://konect.cc/files/download.tsv.edit-fawikiquote.tar.bz2
655;Wikipedia elections;7118;103675;True;1167;29.1304;http://konect.cc/files/download.tsv.elec.tar.bz2
656;Producers;187677;207268;False;512;2.20877;http://konect.cc/files/download.tsv.dbpedia-producer.tar.bz2
657;Wikipedia edits (kv);12240;114939;False;11717;18.7809;http://konect.cc/files/download.tsv.edit-kvwiki.tar.bz2
658;Wikipedia links (se);8622;259998;True;988;60.3104;http://konect.cc/files/download.tsv.wikipedia_link_se.tar.bz2
659;Wikipedia edits (ug);12183;116274;False;12168;19.0879;http://konect.cc/files/download.tsv.edit-ugwiki.tar.bz2
660;Wiktionary edits (nds);33077;115434;False;44559;6.97971;http://konect.cc/files/download.tsv.edit-ndswiktionary.tar.bz2
661;Wikipedia edits (bo);17244;116737;False;9515;13.5394;http://konect.cc/files/download.tsv.edit-bowiki.tar.bz2
662;Wiktionary edits (sw);16439;120851;False;35449;14.703;http://konect.cc/files/download.tsv.edit-swwiktionary.tar.bz2
663;Wikipedia edits (frr);20137;123282;False;48796;12.2443;http://konect.cc/files/download.tsv.edit-frrwiki.tar.bz2
664;Wikipedia edits (dsb);11708;122987;False;15965;21.0091;http://konect.cc/files/download.tsv.edit-dsbwiki.tar.bz2
665;Wikipedia edits (rm);9312;124234;False;12896;26.6826;http://konect.cc/files/download.tsv.edit-rmwiki.tar.bz2
666;Wikipedia edits (xmf);25928;123243;False;33204;9.50656;http://konect.cc/files/download.tsv.edit-xmfwiki.tar.bz2
667;Record labels;186758;233286;False;7446;2.49827;http://konect.cc/files/download.tsv.dbpedia-recordlabel.tar.bz2
668;Wikinews edits (ca);11942;125869;False;62477;21.0801;http://konect.cc/files/download.tsv.edit-cawikinews.tar.bz2
669;Wikiquote edits (pt);30579;124568;False;38810;8.14729;http://konect.cc/files/download.tsv.edit-ptwikiquote.tar.bz2
670;Wikipedia edits (roa-tara);18036;126492;False;24271;14.0266;http://konect.cc/files/download.tsv.edit-roa_tarawiki.tar.bz2
671;Wikiquote edits (no);61424;120876;False;28452;3.93579;http://konect.cc/files/download.tsv.edit-nowikisource.tar.bz2
672;Wikipedia edits (sc);13682;127309;False;9431;18.6097;http://konect.cc/files/download.tsv.edit-scwiki.tar.bz2
673;Wiktionary edits (fy);17503;127908;False;21221;14.6156;http://konect.cc/files/download.tsv.edit-fywiktionary.tar.bz2
674;Wikipedia edits (crh);19970;128264;False;10551;12.8457;http://konect.cc/files/download.tsv.edit-crhwiki.tar.bz2
675;Wikipedia edits (so);20387;127958;False;10908;12.5529;http://konect.cc/files/download.tsv.edit-sowiki.tar.bz2
676;Wikinews edits (eo);6031;125544;False;92287;41.6329;http://konect.cc/files/download.tsv.edit-eowikinews.tar.bz2
677;Wiktionary edits (sl);16657;130193;False;22372;15.6322;http://konect.cc/files/download.tsv.edit-slwiktionary.tar.bz2
678;Wikipedia talk (bn);83803;122078;True;21778;2.91345;http://konect.cc/files/download.tsv.wiki_talk_bn.tar.bz2
679;Wikipedia links (fo);17649;296944;True;2886;33.65;http://konect.cc/files/download.tsv.wikipedia_link_fo.tar.bz2
680;Wikipedia links (hsb);17665;280929;True;4474;31.8063;http://konect.cc/files/download.tsv.wikipedia_link_hsb.tar.bz2
681;Wikipedia edits (mzn);28129;130249;False;20914;9.26083;http://konect.cc/files/download.tsv.edit-mznwiki.tar.bz2
682;Wikivoyage edits (he);13272;137890;False;84941;20.7791;http://konect.cc/files/download.tsv.edit-hewikivoyage.tar.bz2
683;Wiktionary edits (tl);26189;130807;False;32591;9.98946;http://konect.cc/files/download.tsv.edit-tlwiktionary.tar.bz2
684;Wikispeedia;4179;343950;True;23348;164.609;http://konect.cc/files/download.tsv.wikispeedia.tar.bz2
685;Wikipedia links (os);20874;265981;True;2622;25.4844;http://konect.cc/files/download.tsv.wikipedia_link_os.tar.bz2
686;Wikipedia talk (sk);41452;131884;True;19084;6.36322;http://konect.cc/files/download.tsv.wiki_talk_sk.tar.bz2
687;Wikinews edits (ja);26220;132830;False;21651;10.132;http://konect.cc/files/download.tsv.edit-jawikinews.tar.bz2
