Name,n,m,min_in,median_in_1,median_in_2,median_in_3,median_in_4,median_in_5,median_in_6,median_in_7,max_in,min_out,median_out_1,median_out_2,median_out_3,median_out_4,median_out_5,median_out_6,median_out_7,max_out
NR/cavity14,2597,76368,1,18,18,21,21,36,36,62,62,8,16,18,21,26,36,36,52,62
NR/ex28,2603,77782,9,15,19,21,26,36,36,52,62,9,15,19,21,26,36,36,52,62
NR/lock3491,3491,81931,0,11,19,23,25,26,28,31,66,0,13,21,23,25,26,28,30,114
NR/gen2,3264,81856,2,2,2,2,2,2,72,80,105,0,0,0,0,0,0,65,76,2241
NR/garon1,3175,88928,5,20,22,22,22,22,42,45,45,5,20,22,22,22,22,42,45,45
NR/nasa2910,2910,88604,1,18,23,26,28,32,37,43,77,1,10,14,19,24,30,38,54,134
NR/orani678,2529,90159,1,2,3,6,11,11,11,46,1468,1,2,2,2,2,3,13,115,1110
NR/socfb-Oberlin44,2920,89913,0,2,6,12,19,29,43,67,467,0,2,6,12,19,29,43,67,410
NR/socfb-Wellesley22,2970,94900,0,2,7,12,20,30,44,70,707,0,2,6,12,19,29,44,72,401
NR/socfb-Smith60,2970,97134,0,3,8,14,22,33,47,70,289,0,3,8,14,22,31,46,71,309
NR/ex8,3096,106345,12,18,25,27,30,35,45,50,75,12,18,25,27,30,35,45,50,75
NR/socfb-Trinity100,2613,111997,0,4,10,18,29,43,64,94,291,0,4,11,19,29,43,61,92,333
NR/socfb-Williams40,2790,112987,0,4,9,18,27,40,58,85,381,0,4,10,17,27,38,56,85,494
NR/socfb-Vassar85,3068,119162,0,3,9,16,25,38,54,82,410,0,4,10,17,27,39,56,82,368
NR/conf5-0-4x4-10,3072,119809,39,39,39,39,39,39,39,39,40,39,39,39,39,39,39,39,39,40
NR/conf5-0-4x4-14,3072,119809,39,39,39,39,39,39,39,39,40,39,39,39,39,39,39,39,39,40
NR/conf5-0-4x4-18,3072,119809,39,39,39,39,39,39,39,39,40,39,39,39,39,39,39,39,39,40
NR/conf5-0-4x4-22,3072,119809,39,39,39,39,39,39,39,39,40,39,39,39,39,39,39,39,39,40
NR/conf5-0-4x4-26,3072,119809,39,39,39,39,39,39,39,39,40,39,39,39,39,39,39,39,39,40
NR/conf6-0-4x4-20,3072,119809,39,39,39,39,39,39,39,39,40,39,39,39,39,39,39,39,39,40
NR/conf6-0-4x4-30,3072,119809,39,39,39,39,39,39,39,39,40,39,39,39,39,39,39,39,39,40
NR/socfb-Middlebury45,3075,124611,0,3,9,16,27,40,58,88,318,0,3,8,17,28,41,59,88,389
NR/raefsky6,3402,137846,1,11,19,29,38,48,60,72,100,1,4,12,24,35,48,61,81,165
NR/cegb2802,2802,140029,0,15,31,38,53,56,72,83,117,0,30,40,43,49,61,66,71,75
NR/Trec12,2726,151220,0,8,12,16,25,42,71,127,418,0,0,0,0,0,0,0,249,499
NR/socfb-Pepperdine86,3445,152008,0,2,8,16,26,41,64,99,539,0,2,8,16,27,42,63,100,582
NR/socfb-Colgate88,3482,155044,0,4,11,20,31,45,63,96,712,0,4,12,21,32,45,63,94,393
NR/cegb2919,2919,162202,0,12,30,39,45,54,86,98,243,0,42,48,53,56,59,64,70,126
NR/f855-mat9,2511,171215,2,3,5,8,14,27,63,159,829,0,16,54,65,73,82,89,110,188
NR/f855-mat9-I,2511,171215,2,3,5,8,14,27,63,159,829,0,16,54,65,73,82,89,110,188
NR/qc2534,2534,232948,2,24,47,69,92,114,137,159,182,1,24,47,69,92,114,137,159,183
NR/raefsky1,3242,294277,24,69,81,84,108,108,108,108,108,24,69,81,84,108,108,108,108,108
NR/raefsky2,3242,294277,24,69,81,84,108,108,108,108,108,24,69,81,84,108,108,108,108,108
NR/psmigr-1,3140,543163,3,33,48,65,89,123,185,348,2464,4,50,67,84,106,136,191,330,2294
NR/psmigr-2,3140,540023,2,32,47,64,88,122,184,347,2463,3,49,66,83,105,135,190,329,2293
NR/psmigr-3,3140,543163,3,33,48,65,89,123,185,348,2464,4,50,67,84,106,136,191,330,2294
NR/keller6,3361,4619899,0,300,625,927,1299,1756,2121,2449,2952,0,331,647,972,1472,1820,2100,2456,2773
NR/MANN-a81,3321,5506381,0,414,828,1245,1659,2073,2490,2904,3280,0,413,827,1244,1658,2072,2489,2903,3318
NR/scc-rt-gop,3716,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
NR/scc-rt-tlot,3513,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
NR/scc-rt-israel,3686,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
NR/scc-rt-oman,4452,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
NR/scc-rt-alwefaq,4157,356,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,33
NR/scc-rt-occupywallstnyc,3594,932,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,70
NR/bcsstm21,3600,3601,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
NR/bcsstm24,3562,3563,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
NR/ch6-6-b5,4320,4321,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,6,7
NR/poli,4008,8189,1,2,2,2,2,2,2,2,15,1,1,1,1,1,1,1,3,63
NR/t2dal-e,4257,4258,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
NR/rt-israel,19,11,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,2
NR/rt-lebanon,10,6,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2
NR/rt-tlot,11,7,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2
NR/rt-islam,9100,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR/tols4000,4000,8785,1,1,1,1,1,1,1,5,22,1,1,2,2,2,2,2,2,90
NR/iiasa,3639,7318,1,1,2,2,2,2,2,2,7,0,0,0,0,0,0,0,9,25
NR/rt-alwefaq,52,61,0,0,0,0,1,1,1,2,7,0,0,0,0,1,1,2,2,5
NR/M80PI-n,4182,10262,1,2,2,2,2,3,3,3,12,1,2,2,2,2,3,3,3,12
NR/M80PI-n1,4028,9928,0,2,2,2,2,3,3,3,8,0,2,2,2,2,3,3,3,8
NR/S80PI-n,4182,10262,1,2,2,2,2,3,3,3,12,1,2,2,2,2,3,3,3,12
NR/S80PI-n1,4028,9928,0,2,2,2,2,3,3,3,8,0,2,2,2,2,3,3,3,8
NR/lp-ken-07,3602,8405,1,2,2,2,2,2,3,3,3,0,0,0,1,1,2,3,5,51
NR/p2756,3511,9693,1,1,2,2,3,3,4,4,16,0,0,0,0,0,0,0,5,547
NR/saylr4,3564,12941,1,3,3,4,4,4,4,4,4,1,3,3,4,4,4,4,4,4
NR/web-EPA,4772,8964,0,0,1,1,1,1,2,3,124,0,0,0,0,0,0,1,2,175
NR/DD6,4152,10319,0,0,1,2,2,3,4,5,9,0,1,1,2,2,3,3,4,8
NR/lp-czprob,3562,10709,1,3,3,3,3,3,3,3,4,0,0,0,0,0,0,1,3,417
NR/delaunay-n12,4096,12265,0,1,1,2,3,3,4,5,13,0,0,1,2,3,4,4,5,11
NR/airfoil1,4253,12290,0,2,3,3,3,3,3,3,6,0,2,3,3,3,3,3,3,5
NR/Kohonen,4470,12732,0,0,1,1,2,3,4,6,51,0,0,0,0,0,1,2,4,735
NR/c-22,3792,16333,1,1,1,1,2,2,2,4,149,1,1,1,1,1,4,7,9,209
NR/ch7-6-b2,4200,12601,0,0,0,0,0,0,0,20,21,3,3,3,3,3,3,3,3,4
NR/lp-ship08l,4363,12883,1,3,3,3,3,3,3,3,6,0,0,0,0,0,0,0,6,85
NR/n2c6-b8,3990,13231,1,3,3,3,3,3,3,6,7,0,0,0,0,0,0,9,9,10
NR/c-21,3509,17834,1,1,1,1,2,2,2,10,451,1,1,1,1,1,4,9,10,342
NR/c-23,3969,17525,1,1,1,1,2,2,2,8,655,1,1,1,1,1,6,7,8,348
NR/c-26,4307,19423,1,1,1,1,2,2,2,8,415,1,1,1,1,1,4,6,10,438
NR/lp-bnl2,4486,14997,1,1,1,2,3,4,5,6,8,0,0,0,0,2,2,3,8,82
NR/c-24,4119,19910,1,1,1,1,2,2,2,7,206,1,1,1,1,1,4,8,11,232
NR/n4c5-b8,3635,17056,4,4,4,4,4,4,6,6,7,0,0,0,0,9,9,9,9,10
NR/t2dal,4257,20862,1,5,5,5,5,5,5,5,8,1,5,5,5,5,5,5,5,6
NR/t2dal-a,4257,20862,1,5,5,5,5,5,5,5,8,1,5,5,5,5,5,5,5,6
NR/t2dal-bci,4257,20862,1,5,5,5,5,5,5,5,8,1,5,5,5,5,5,5,5,6
NR/lpi-ceria3d,4400,21179,1,1,1,1,1,1,1,16,968,0,0,2,2,2,3,3,3,190
NR/DD-g6,4152,20639,1,3,4,4,5,5,6,7,11,1,3,4,4,5,5,6,7,11
NR/Franz2,4480,21505,4,4,4,5,5,5,5,5,6,0,4,4,4,4,6,6,8,8
NR/lns-3937,3937,25408,1,3,4,6,6,6,7,13,13,1,2,4,6,6,6,9,11,11
NR/lnsp3937,3937,25408,1,3,4,6,6,6,7,13,13,1,2,4,6,6,6,9,11,11
NR/c-25,3797,26717,1,1,1,2,2,2,6,14,140,1,1,1,1,1,1,8,12,600
NR/n4c5-b5,4340,26041,0,0,0,7,9,9,10,10,11,6,6,6,6,6,6,6,6,7
NR/Chebyshev3,4101,36880,3,9,9,9,9,9,9,9,9,3,5,5,5,5,5,5,5,4101
NR/sts4098,4098,38228,1,3,4,6,7,9,12,15,674,1,4,6,7,9,10,11,14,111
NR/162bit,3606,37119,0,2,2,3,4,6,8,13,1902,7,9,10,10,10,11,11,12,14
NR/photogrammetry2,4472,37057,0,0,0,0,0,0,0,15,144,4,7,7,9,9,9,9,9,10
NR/cage9,3534,41595,3,8,9,10,12,13,14,16,23,3,8,9,10,12,13,14,16,23
NR/ex12,3973,42093,1,8,9,11,11,11,12,14,25,1,4,8,9,9,10,11,20,24
NR/bcsstk15,3948,60883,1,10,12,14,15,17,18,20,37,1,8,12,14,15,18,19,22,39
NR/viscoplastic1,4326,61167,5,5,5,5,9,9,9,39,61,7,9,9,9,13,13,13,25,37
NR/ex37,3565,67592,1,1,1,1,18,27,30,45,85,1,1,1,1,18,27,30,45,85
NR/bcsstk24,3562,81737,1,8,20,25,26,28,29,30,48,1,11,17,25,26,27,28,30,43
NR/socfb-Mich67,3748,81904,0,1,4,7,12,19,29,47,372,0,1,4,7,12,18,28,49,357
NR/lhr04,4101,82683,1,2,2,4,33,35,35,35,36,1,2,4,4,5,5,63,63,63
NR/lhr04c,4101,82683,1,2,2,4,33,35,35,35,36,1,2,4,4,5,5,63,63,63
NR/rdist1,4134,94409,3,23,23,23,23,23,23,24,24,1,6,6,6,7,39,39,39,81
NR/bcsstk28,4410,111718,1,16,22,25,26,28,29,30,72,1,17,22,25,26,27,29,30,70
NR/gen4,4298,107104,1,2,2,2,2,2,65,87,96,0,0,0,0,0,0,65,74,3074
NR/ex31,3909,115358,9,15,18,19,25,32,36,52,75,9,15,18,19,25,32,36,52,75
NR/struct4,4350,121075,2,15,19,21,22,30,44,46,47,1,15,21,22,23,29,42,45,46
NR/socfb-Brandeis99,3898,137568,0,2,7,14,23,34,50,77,572,0,2,6,13,22,33,48,76,1904
NR/socfb-Wesleyan43,3593,138036,0,3,9,16,25,37,54,86,285,0,3,9,15,25,38,55,85,476
NR/socfb-Santa74,3578,151748,0,3,9,17,27,40,59,94,569,0,3,9,16,26,40,61,92,560
NR/socfb-Bucknell39,3826,158865,0,4,11,19,28,42,60,89,371,0,4,11,19,29,43,59,86,372
NR/socfb-Rice31,4087,184829,0,3,9,17,27,42,63,99,466,0,3,9,18,29,43,65,97,398
NR/socfb-Howard90,4047,204851,0,3,8,18,29,46,69,112,801,0,3,9,18,30,47,71,112,478
NR/HFE18-96-in,4096,933344,0,0,0,0,130,301,446,576,843,0,0,0,0,65,232,322,627,1201
NR/heart1,3557,1387774,56,256,300,306,386,450,450,486,1120,56,256,300,306,386,450,450,486,1120
NR/mk10-b4,4724,4726,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,5
NR/rt-gop,9,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
NR/rt-libya,13,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
NR/rt-oman,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NR/rt-p2,16,14,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
NR/rt-tcot,15,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NR/rt-uae,8,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
NR/inf-power,4938,6595,0,0,0,1,1,1,2,3,11,0,0,0,1,1,1,2,3,9
NR/USpowerGrid,4937,6595,0,0,0,1,1,1,2,3,11,0,0,0,1,1,1,2,3,8
NR/cep1,4768,8234,0,1,1,1,2,2,2,2,219,0,0,0,0,0,0,5,6,6
NR/power,4938,6595,0,0,0,1,1,1,2,3,11,0,0,0,1,1,1,2,3,9
NR/uk,4816,6838,0,1,1,1,1,2,2,2,3,0,1,1,1,1,2,2,2,3
NR/bcspwr10,5299,13572,0,1,2,2,3,3,3,4,6,0,1,1,1,2,3,4,5,13
NR/rt-bahrain,37,29,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
NR/G57,4999,10001,0,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,3
NR/deter0,5467,11174,0,2,2,2,2,2,2,2,19,0,0,0,0,0,0,4,4,30
NR/lpi-cplex1,5223,10948,0,1,1,1,1,2,2,4,4,0,0,0,0,2,3,3,4,501
NR/mhd4800b,4799,16161,0,2,2,3,3,3,4,4,7,0,2,3,3,3,3,4,4,6
NR/plddb,5048,10840,0,1,1,1,1,2,3,4,9,0,0,0,0,2,3,3,4,9
NR/c-27,4562,17970,0,1,1,1,2,2,2,7,94,0,1,1,1,1,4,6,8,35
NR/c-28,4597,17595,0,1,1,1,2,2,2,7,63,0,1,1,1,1,4,5,8,38
NR/ca-GrQc,4133,13423,0,0,0,1,2,2,3,6,33,0,0,1,1,2,2,3,6,33
NR/3elt,4700,13723,0,2,3,3,3,3,3,3,4,0,2,3,3,3,3,3,3,5
NR/olm5000,4999,19997,0,4,4,4,4,4,4,4,4,0,2,2,2,2,6,6,6,6
NR/rail-5177,5176,20182,0,1,1,1,3,5,6,9,11,0,1,1,5,5,5,5,5,5
NR/sherman3,5004,20034,0,1,1,1,5,6,7,7,7,0,1,1,1,5,6,7,7,7
NR/circuit-2,4509,21200,0,1,1,1,1,1,6,10,493,0,2,2,2,2,2,5,8,243
NR/shyy41,4719,20043,0,3,3,4,4,4,6,6,6,0,3,3,4,4,4,6,6,6
NR/add32,4959,23885,0,3,3,3,4,4,4,9,31,0,3,3,3,4,4,4,9,31
NR/c-29,5032,24383,0,1,1,1,2,2,2,7,191,0,1,1,1,1,5,8,10,33
NR/mk10-b3,4076,18901,0,0,0,0,6,6,6,6,6,0,4,4,4,4,4,4,4,4
NR/rw5151,5150,20200,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4
NR/ch6-6-b3,4625,21601,0,0,0,0,0,0,9,9,9,0,4,4,4,4,4,4,4,4
NR/ch6-6-b4,5399,21601,0,4,4,4,4,4,4,4,4,0,0,5,5,5,5,5,5,5
NR/hydr1,5307,23753,0,2,2,2,2,3,7,7,19,0,2,2,3,3,3,8,9,14
NR/hydr1c,5307,23753,0,2,2,2,2,3,7,7,19,0,2,2,3,3,3,8,9,14
NR/n3c6-b9,4934,25111,0,3,5,5,5,6,6,6,6,0,0,0,0,10,10,10,10,10
NR/rdb5000,4999,29601,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6
NR/model6,5288,27629,0,1,2,2,5,7,8,9,19,0,0,0,0,0,2,3,8,209
NR/n4c5-b7,4734,29081,0,5,5,5,5,7,7,8,8,0,0,8,8,8,8,8,8,8
NR/G58,4989,29571,0,0,0,1,2,4,6,11,121,0,6,6,6,6,6,6,6,6
NR/G59,4989,29571,0,0,0,1,2,4,6,11,121,0,6,6,6,6,6,6,6,6
NR/c-30,5320,35508,0,1,1,1,2,2,2,2,1754,0,1,1,1,1,7,8,23,23
NR/n2c6-b5,4442,29671,0,0,0,0,9,10,10,10,10,0,6,6,6,6,6,6,6,6
NR/n3c6-b5,4496,30031,0,0,0,0,10,10,10,10,10,0,6,6,6,6,6,6,6,6
NR/gemat11,4928,33186,0,4,4,6,6,8,8,10,28,0,4,4,6,6,7,8,10,26
NR/gemat12,4928,33112,0,4,4,6,6,8,8,10,28,0,4,5,6,6,7,8,10,26
NR/n4c5-b6,4339,33146,0,6,6,6,8,8,8,9,9,0,7,7,7,7,7,7,7,7
NR/c-31,5338,41956,0,1,1,1,2,2,2,9,332,0,1,1,1,1,6,10,18,62
NR/web-spam,4766,37376,0,0,1,1,2,4,8,15,198,0,0,1,1,2,4,8,16,231
NR/lp-pilot,4859,44376,0,1,1,2,3,6,13,21,121,0,0,0,0,0,0,4,20,241
NR/fxm3-6,5025,49527,0,2,2,3,6,9,12,21,114,0,2,3,4,9,11,15,19,46
NR/model4,4961,45754,0,2,6,10,11,12,12,13,17,0,0,0,0,0,0,2,11,238
NR/msc04515,4514,51112,0,9,9,10,12,13,14,14,15,0,9,9,10,12,13,14,15,15
NR/soc-advogato,6550,51332,0,1,1,1,2,4,7,15,522,0,1,1,1,2,4,7,16,545
NR/crystm01,4874,55108,0,8,8,11,11,14,14,14,14,0,8,8,11,11,14,14,14,14
NR/nasa4704,4703,54731,0,8,9,10,12,13,14,15,26,0,6,9,10,12,13,15,15,29
NR/SiH4,5040,88473,0,9,12,14,16,17,19,19,187,0,9,12,14,16,17,19,19,187
NR/IG5-13,4730,91210,0,0,0,0,3,8,21,50,335,0,0,7,10,10,16,29,52,118
NR/Maragal-5,4653,93092,0,0,0,9,16,23,28,36,304,0,2,2,2,3,3,4,40,1460
NR/mhd4800a,4799,102253,0,9,10,15,16,22,33,38,38,0,14,16,21,22,23,23,27,33
NR/g3rmt3m3,5356,106527,0,14,19,20,21,22,23,24,36,0,9,17,20,21,22,24,27,36
NR/s3rmt3m3,5356,106527,0,14,19,20,21,22,23,24,36,0,9,17,20,21,22,24,27,36
NR/s1rmt3m1,5488,112506,0,19,19,20,21,22,23,24,24,0,19,19,20,21,22,23,24,24
NR/s2rmt3m1,5488,112506,0,19,19,20,21,22,23,24,24,0,19,19,20,21,22,23,24,24
NR/s3rmt3m1,5488,112506,0,19,19,20,21,22,23,24,24,0,19,19,20,21,22,23,24,24
NR/cavity16,4561,138188,0,18,18,21,21,36,36,62,62,0,18,18,21,26,36,36,62,62
NR/cavity17,4561,138188,0,18,18,21,26,36,36,62,62,0,18,18,21,21,36,36,62,62
NR/cavity18,4561,138188,0,18,18,21,21,36,36,62,62,0,18,18,21,26,36,36,62,62
NR/cavity19,4561,138188,0,18,18,21,26,36,36,62,62,0,18,18,21,21,36,36,62,62
NR/cavity20,4561,138188,0,18,18,21,21,36,36,62,62,0,18,18,21,26,36,36,62,62
NR/cavity21,4561,138188,0,18,18,21,26,36,36,62,62,0,18,18,21,21,36,36,62,62
NR/cavity22,4561,138188,0,18,18,21,21,36,36,62,62,0,18,18,21,26,36,36,62,62
NR/cavity23,4561,138188,0,18,18,21,26,36,36,62,62,0,18,18,21,21,36,36,62,62
NR/cavity24,4561,138188,0,18,18,21,21,36,36,62,62,0,18,18,21,26,36,36,62,62
NR/cavity25,4561,138188,0,18,18,21,26,36,36,62,62,0,18,18,21,21,36,36,62,62
NR/cavity26,4561,138188,0,18,18,21,21,36,36,62,62,0,18,18,21,26,36,36,62,62
NR/s1rmq4m1,5488,143301,0,24,25,26,27,28,29,30,30,0,24,25,26,27,28,29,30,30
NR/s2rmq4m1,5488,143301,0,24,25,26,27,28,29,30,30,0,24,25,26,27,28,29,30,30
NR/s3rmq4m1,5488,143301,0,24,25,26,27,28,29,30,30,0,24,25,26,27,28,29,30,30
NR/bcsstk16,4883,147632,0,18,24,28,29,37,40,41,42,0,21,25,27,31,34,39,41,42
NR/crystk01,4874,160384,0,22,24,31,33,40,41,42,42,0,22,24,31,33,40,41,42,42
NR/socfb-Rochester38,4562,161405,0,3,7,14,23,34,50,76,299,0,3,8,14,22,33,49,77,312
NR/socfb-JohnsHopkins55,5179,186587,0,2,5,11,20,31,51,82,315,0,2,6,12,21,33,50,79,454
NR/socfb-Lehigh96,5074,198348,0,3,8,16,25,38,57,85,325,0,3,8,15,25,37,55,85,490
NR/TSOPF-RS-b162-c1,5373,205400,0,4,4,4,8,52,52,52,2502,0,4,4,4,7,77,77,77,77
NR/socfb-Wake73,5371,279192,0,4,11,20,32,49,73,113,715,0,4,11,21,33,50,72,116,421
NR/rt-dash,18,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
NR/ukerbe1,5979,7853,0,1,1,1,1,1,2,2,6,0,1,1,1,1,1,2,2,4
NR/lp-cre-c,6410,15978,0,1,1,1,2,2,3,5,13,0,0,0,0,0,3,3,4,302
NR/DD21,5677,14266,0,0,1,2,2,3,4,4,7,0,1,1,2,2,3,3,4,6
NR/cis-n4c6-b14,6299,13801,0,2,2,2,2,2,2,2,6,0,0,0,0,0,0,0,15,15
NR/n4c6-b14,6299,13801,0,2,2,2,2,2,2,2,6,0,0,0,0,0,0,0,15,15
NR/flower-4-4,5528,16467,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,7,10,15
NR/lp-ship12l,5532,16277,0,3,3,3,3,3,3,3,6,0,0,0,0,0,0,0,7,75
NR/barth4,6018,23493,0,3,4,4,4,4,4,5,8,0,3,4,4,4,4,4,5,8
NR/Alemdar,6244,24414,0,1,2,3,3,4,6,7,10,0,1,2,3,3,4,6,7,10
NR/meg4,5849,26325,0,2,2,3,3,3,4,5,149,0,2,3,3,4,4,5,6,81
NR/p2p-Gnutella08,6300,20778,0,1,1,1,2,3,4,5,86,0,0,0,0,0,1,9,10,46
NR/Hamrle2,5951,22163,0,2,2,2,2,5,5,5,8,0,2,2,2,4,5,5,5,5
NR/c-32,5974,30224,0,1,1,1,2,2,2,2,1986,0,1,1,1,1,5,9,16,16
NR/cis-n4c6-b3,5098,23881,0,0,0,0,0,0,0,0,18,0,4,4,4,4,4,4,4,4
NR/n4c6-b3,5098,23881,0,0,0,0,0,0,0,0,18,0,4,4,4,4,4,4,4,4
NR/c-33,6316,31221,0,1,1,1,2,2,2,6,800,0,1,1,1,1,4,8,10,30
NR/model8,6463,25278,0,1,2,2,3,4,5,6,16,0,0,0,0,0,3,5,8,58
NR/DD-g21,5747,28533,1,3,4,4,5,5,6,7,11,1,3,4,4,5,5,6,7,11
NR/lp-greenbea,5597,31071,0,2,3,5,6,6,6,7,17,0,0,0,0,0,2,3,7,117
NR/lp-greenbeb,5597,31071,0,2,3,5,6,6,6,7,17,0,0,0,0,0,2,3,7,117
NR/lpi-greenbea,5595,31075,0,2,3,5,6,6,6,7,17,0,0,0,0,0,2,3,7,117
NR/n2c6-b7,5714,31921,0,4,4,4,5,7,7,8,8,0,0,0,8,8,8,8,8,8
NR/lp-d2q06c,5830,33082,0,1,1,2,3,5,7,12,33,0,0,0,0,0,0,5,15,109
NR/seymourl,6315,38494,0,1,1,1,1,1,1,9,189,0,0,3,5,6,8,9,11,19
NR/lp-d6cube,6183,37705,0,4,5,6,6,7,7,8,10,0,0,0,0,0,0,0,0,3651
NR/g7jac020,5849,45466,0,2,3,4,4,5,9,20,53,0,2,3,3,5,7,8,15,59
NR/g7jac020sc,5849,45466,0,2,3,4,4,5,9,20,53,0,2,3,3,5,7,8,15,59
NR/n2c6-b6,5209,40006,0,0,6,8,8,9,9,9,9,0,7,7,7,7,7,7,7,7
NR/n3c6-b8,6434,44416,0,7,7,7,7,7,7,7,7,0,0,9,9,9,9,9,9,9
NR/n3c6-b6,5871,45046,0,0,9,9,9,9,9,9,9,0,7,7,7,7,7,7,7,7
NR/crew1,6468,46951,0,5,5,6,7,8,9,10,15,0,0,0,0,0,0,0,0,759
NR/shermanACd,6135,53330,0,4,5,5,6,7,8,9,384,0,4,5,5,6,7,8,9,384
NR/n3c6-b7,6434,51481,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8
NR/rosen10,6151,64193,0,1,1,14,15,15,16,16,16,0,0,0,0,0,0,16,17,3869
NR/ex18,5772,71806,0,9,9,9,9,17,18,18,18,0,9,9,9,9,17,18,18,18
NR/mplate,5961,74077,0,4,4,10,12,17,19,20,23,0,4,10,11,13,14,16,18,23
NR/utm5940,5939,83843,0,5,8,16,18,18,18,20,20,0,9,10,13,14,15,15,26,28
NR/SiNa,5742,102266,0,9,12,14,16,17,19,19,185,0,9,12,14,16,17,19,19,182
NR/bibd-15-7,6434,135136,0,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,1287
NR/misc-jung-code-dep,6119,138706,0,0,0,0,0,0,2,7,16424,0,4,6,7,10,13,21,34,370
NR/t520,5562,145953,0,21,25,26,27,28,29,30,42,0,22,25,26,27,28,29,30,36
NR/Na5,5831,155732,0,9,13,15,16,18,19,38,185,0,9,13,15,16,18,19,39,183
NR/raefsky5,6315,168659,0,6,13,19,24,30,41,51,54,0,3,6,18,29,36,41,48,68
NR/socfb-American75,6385,217663,0,2,6,12,20,31,48,77,378,0,2,6,12,20,32,47,76,364
NR/socfb-MIT,6401,251231,0,2,5,12,20,33,53,91,482,0,1,5,12,21,34,54,88,411
NR/socfb-MIT8,6439,251253,0,2,5,12,20,33,52,91,482,0,1,5,11,21,34,54,88,411
NR/socfb-William77,6471,266379,0,3,9,18,27,38,56,88,485,0,3,8,16,26,38,57,89,644
NR/exdata-1,6000,1137752,0,1,1,1,1,3,3,752,1501,0,1,1,3,3,3,3,750,1499
NR/c8-mat11,5760,2462971,0,4,14,50,160,323,667,1231,2361,0,0,15,35,125,784,882,985,1239
NR/c8-mat11-I,5760,2462971,0,4,14,50,160,323,667,1231,2361,0,0,15,35,125,784,882,985,1239
NR/ia-reality,6589,7681,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
NR/rt-ksa,15,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
NR/rt-saudi,24,34,0,0,0,0,1,1,2,2,4,0,0,0,0,1,1,2,2,3
NR/G62,6999,14001,0,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,3
NR/delf,6649,15398,0,0,1,2,2,3,3,9,0,0,0,0,0,3,3,6,13,0
NR/lp-cre-a,7247,18169,0,1,1,1,2,2,3,5,14,0,0,0,0,0,3,3,4,321
NR/barth,6690,26440,0,1,3,3,4,5,5,6,10,0,2,3,3,4,4,5,6,10
NR/eurqsa,7244,25634,0,0,0,4,4,5,5,6,8,0,2,2,2,2,2,4,4,37
NR/mk11-b2,5728,20791,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
NR/ch7-7-b2,6024,22051,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
NR/sctap1-2c,7457,21855,0,1,1,1,2,3,4,4,171,0,0,0,0,0,3,6,6,23
NR/bio-dmela,6720,25570,0,0,0,0,0,1,2,4,11,0,1,1,1,2,2,3,5,8
NR/bips98-606,7134,34739,0,2,2,3,4,6,6,8,30,0,2,2,3,5,6,6,8,28
NR/c-35,6536,34715,0,1,1,2,2,2,6,14,52,0,1,1,1,1,1,8,12,40
